product_name,period,search_ratio,search_keywords,shopping_ratio,shopping_keywords
bnr17유산균,2026-04-27,25.71183,bnr17유산균,34.91461,bnr17유산균
bnr17유산균,2026-04-28,27.4145,bnr17유산균,40.98671,bnr17유산균
bnr17유산균,2026-04-29,19.9027,bnr17유산균,39.08918,bnr17유산균
bnr17유산균,2026-04-30,18.42895,bnr17유산균,37.00189,bnr17유산균
bnr17유산균,2026-05-01,36.91515,bnr17유산균,42.69449,bnr17유산균
bnr17유산균,2026-05-02,27.19988,bnr17유산균,31.6888,bnr17유산균
bnr17유산균,2026-05-03,43.39676,bnr17유산균,52.37191,bnr17유산균
bnr17유산균,2026-05-04,12.99184,bnr17유산균,27.51423,bnr17유산균
bnr17유산균,2026-05-05,33.30948,bnr17유산균,48.7666,bnr17유산균
bnr17유산균,2026-05-06,24.63871,bnr17유산균,42.69449,bnr17유산균
bnr17유산균,2026-05-07,29.70382,bnr17유산균,44.97153,bnr17유산균
bnr17유산균,2026-05-08,35.2697,bnr17유산균,38.70967,bnr17유산균
bnr17유산균,2026-05-09,28.17284,bnr17유산균,49.14611,bnr17유산균
bnr17유산균,2026-05-10,35.59879,bnr17유산균,68.31119,bnr17유산균
cca주스,2026-04-27,27.69505,cca주스,87.87878,cca주스
cca주스,2026-04-28,26.56343,cca주스,80.30303,cca주스
cca주스,2026-04-29,26.98034,cca주스,93.93939,cca주스
cca주스,2026-04-30,22.27516,cca주스,74.24242,cca주스
cca주스,2026-05-01,23.34723,cca주스,79.16666,cca주스
cca주스,2026-05-02,24.53841,cca주스,82.57575,cca주스
cca주스,2026-05-03,24.18106,cca주스,87.5,cca주스
cca주스,2026-05-04,25.4318,cca주스,65.90909,cca주스
cca주스,2026-05-05,31.50684,cca주스,70.07575,cca주스
cca주스,2026-05-06,30.73257,cca주스,77.27272,cca주스
cca주스,2026-05-07,27.99285,cca주스,73.10606,cca주스
cca주스,2026-05-08,23.34723,cca주스,79.92424,cca주스
cca주스,2026-05-09,20.07147,cca주스,53.0303,cca주스
cca주스,2026-05-10,25.7296,cca주스,78.0303,cca주스
la갈비,2026-04-27,45.42983,la갈비,100.0,la갈비
la갈비,2026-04-28,43.11926,la갈비,74.86187,la갈비
la갈비,2026-04-29,40.53686,la갈비,83.9779,la갈비
la갈비,2026-04-30,37.27488,la갈비,41.98895,la갈비
la갈비,2026-05-01,35.74583,la갈비,25.96685,la갈비
la갈비,2026-05-02,34.9983,la갈비,45.58011,la갈비
la갈비,2026-05-03,41.59021,la갈비,49.17127,la갈비
la갈비,2026-05-04,43.28916,la갈비,59.94475,la갈비
la갈비,2026-05-05,46.00747,la갈비,76.79558,la갈비
la갈비,2026-05-06,45.70166,la갈비,87.8453,la갈비
la갈비,2026-05-07,45.22595,la갈비,76.24309,la갈비
la갈비,2026-05-08,41.14848,la갈비,44.75138,la갈비
la갈비,2026-05-09,38.87189,la갈비,45.02762,la갈비
la갈비,2026-05-10,39.44954,la갈비,63.53591,la갈비
간장게장,2026-04-27,74.02985,간장게장,71.3355,간장게장
간장게장,2026-04-28,74.7927,간장게장,77.52442,간장게장
간장게장,2026-04-29,69.75124,간장게장,69.3811,간장게장
간장게장,2026-04-30,65.5058,간장게장,70.03257,간장게장
간장게장,2026-05-01,86.60033,간장게장,49.5114,간장게장
간장게장,2026-05-02,84.51077,간장게장,56.35179,간장게장
간장게장,2026-05-03,95.62189,간장게장,70.03257,간장게장
간장게장,2026-05-04,85.07462,간장게장,54.39739,간장게장
간장게장,2026-05-05,90.24875,간장게장,60.26058,간장게장
간장게장,2026-05-06,79.36981,간장게장,94.1368,간장게장
간장게장,2026-05-07,83.08457,간장게장,100.0,간장게장
간장게장,2026-05-08,85.20729,간장게장,81.75895,간장게장
간장게장,2026-05-09,86.40132,간장게장,54.72312,간장게장
간장게장,2026-05-10,100.0,간장게장,60.26058,간장게장
감자,2026-04-27,48.47449,감자,91.48211,감자
감자,2026-04-28,48.70218,감자,100.0,감자
감자,2026-04-29,42.0765,감자,79.38671,감자
감자,2026-04-30,36.20218,감자,64.05451,감자
감자,2026-05-01,31.8989,감자,62.01022,감자
감자,2026-05-02,31.23861,감자,67.63202,감자
감자,2026-05-03,36.79417,감자,69.84667,감자
감자,2026-05-04,37.31785,감자,77.68313,감자
감자,2026-05-05,41.48451,감자,83.30494,감자
감자,2026-05-06,42.5091,감자,82.79386,감자
감자,2026-05-07,41.50728,감자,87.39352,감자
감자,2026-05-08,36.4071,감자,70.69846,감자
