product_name,reason
포켓몬빵,excluded_or_not_target
두유,excluded_or_not_target
마그네슘,excluded_or_not_target
비타민c,excluded_or_not_target
탄산수,excluded_or_not_target
맥심모카골드,excluded_or_not_target
레몬즙,no_goods_code_match
찹쌀누룽지과자,excluded_or_not_target
그릭요거트,no_goods_code_match
구운계란,no_goods_code_match
임박,excluded_or_not_target
뉴케어구수한맛,excluded_or_not_target
멜라토닌,excluded_or_not_target
멸균우유,excluded_or_not_target
땅콩버터,no_goods_code_match
카무트효소,excluded_or_not_target
하루견과,excluded_or_not_target
콘드로이친1200,excluded_or_not_target
촉촉한황치즈칩,excluded_or_not_target
포스파티딜세린,excluded_or_not_target
야채도사,excluded_or_not_target
밀크씨슬,excluded_or_not_target
알부민,excluded_or_not_target
이클립스,excluded_or_not_target
명가삼대떡집,excluded_or_not_target
진미채,no_goods_code_match
삼다수,excluded_or_not_target
생수2l,excluded_or_not_target
조선호텔김치,excluded_or_not_target
양배추즙,no_goods_code_match
비에날17유산균,excluded_or_not_target
쑥떡,no_goods_code_match
노을멜론,no_goods_code_match
수향미10kg,no_goods_code_match
정관장,excluded_or_not_target
카누,excluded_or_not_target
la갈비,no_goods_code_match
반숙란,no_goods_code_match
김치,no_goods_code_match
오트밀,no_goods_code_match
햇반,excluded_or_not_target
닭다리살,no_goods_code_match
락토핏유산균,excluded_or_not_target
스승의날쿠키,no_goods_code_match
하스카프베리,excluded_or_not_target
견과류,no_goods_code_match
단백질음료,excluded_or_not_target
프로폴리스,excluded_or_not_target
마른오징어,no_goods_code_match
명이나물,no_goods_code_match
구강유산균,excluded_or_not_target
수향미,no_goods_code_match
꿀스틱,no_goods_code_match
빅토리아탄산수,excluded_or_not_target
홍삼,excluded_or_not_target
단백질쉐이크,excluded_or_not_target
버터,no_goods_code_match
완두콩,no_goods_code_match
황복회,no_goods_code_match
삼다수2l,excluded_or_not_target
샤오커오라사탕,excluded_or_not_target
아르기닌,excluded_or_not_target
초당옥수수,no_goods_code_match
커피믹스,excluded_or_not_target
생수500,excluded_or_not_target
컵라면,excluded_or_not_target
비타민d,excluded_or_not_target
두쫀쿠,no_goods_code_match
한효주김,no_goods_code_match
궁채,no_goods_code_match
커큐민,excluded_or_not_target
맥심화이트골드,excluded_or_not_target
포카리스웨트,excluded_or_not_target
루테인지아잔틴,excluded_or_not_target
bnr17유산균,excluded_or_not_target
두리안,no_goods_code_match
정관장에브리타임,excluded_or_not_target
떡,no_goods_code_match
버터떡,no_goods_code_match
반건조오징어,no_goods_code_match
뼈엔엠비피mbp,excluded_or_not_target
스타벅스미니컵,excluded_or_not_target
덱스벡스혈당케어,excluded_or_not_target
쥐포,no_goods_code_match
고려은단비타민c1000,excluded_or_not_target
도라지청,no_goods_code_match
뉴케어당플랜,excluded_or_not_target
앵커버터,no_goods_code_match
곱창김,no_goods_code_match
갈비탕,no_goods_code_match
모짜렐라치즈,no_goods_code_match
비타500,excluded_or_not_target
라면,excluded_or_not_target
맥심모카골드400,excluded_or_not_target
마누카꿀,no_goods_code_match
족발,no_goods_code_match
정관장활기력,excluded_or_not_target
대마종자유,excluded_or_not_target
요습관,excluded_or_not_target
단백질바,excluded_or_not_target
코큐텐,excluded_or_not_target
간장게장,no_goods_code_match
육회,no_goods_code_match
청송사과,no_goods_code_match
낫또,no_goods_code_match
전투식량,excluded_or_not_target
고추장,no_goods_code_match
모로오렌지,excluded_or_not_target
올리브유,no_goods_code_match
냉면,no_goods_code_match
멀티비타민,excluded_or_not_target
구운란,no_goods_code_match
샐러드,no_goods_code_match
아보카도오일,no_goods_code_match
구강유산균m18,excluded_or_not_target
리포좀글루타치온,excluded_or_not_target
솔티스,excluded_or_not_target
학가산김치,excluded_or_not_target
검은콩두유,excluded_or_not_target
삼다수500ml,excluded_or_not_target
오이지오이,no_goods_code_match
kbo빼빼로,excluded_or_not_target
고래사어묵,excluded_or_not_target
박카스,excluded_or_not_target
질유산균,excluded_or_not_target
락토핏골드,excluded_or_not_target
안동학가산김치,excluded_or_not_target
시오콘부,no_goods_code_match
종합비타민,excluded_or_not_target
계란30구,no_goods_code_match
프로바이오틱스,excluded_or_not_target
차전자피,no_goods_code_match
코엔자임q10,excluded_or_not_target
통미김,no_goods_code_match
육포,no_goods_code_match
그린키위,no_goods_code_match
창억떡호박인절미,excluded_or_not_target
킹크랩,no_goods_code_match
스승의날선물,no_goods_code_match
닭가슴살,no_goods_code_match
오메가3,no_goods_code_match
창억떡,no_goods_code_match
생수,no_goods_code_match
올리브오일,no_goods_code_match
콜라겐,no_goods_code_match
콘드로이친,no_goods_code_match
카네이션쿠키,no_goods_code_match
유산균,no_goods_code_match
루테인,no_goods_code_match
뉴케어,no_goods_code_match
커피원두,no_goods_code_match
